id,mass,turnmass,dragmult,cmassx,cmassy,cmassz,persubmerged,tractionmult,tractionloss,tractionbias,numofgears,velocity,acceleration,engineintertia,drivetype,enginetype,deceleration,brakebias,abs,steeringlock,suspensionforce,suspensiondamping,suspensionhighspeedcompdamp,suspensionuplimit,suspensionlowlimit,suspensionbias,suspensionantidive,seatoffset,collisiondamage,value,modelflags,handlingflags,frontlights,rearlights,animgroup
TUG,800.0,632.7,5.0,0.0,0.0,-0.1,80,0.85,0.80,0.46,4,170.0,15.0,30.0,R,P,6.1,0.55,0,35.0,1.2,0.15,0.0,0.34,-0.10,0.5,0.0,0.38,0.40,15000,1a00,308200,1,2,0
PETROTR,3800.0,30000.0,2.0,0.0,0.0,-0.5,90,0.45,0.75,0.5,5,120.0,18.0,5.0,R,D,8.0,0.30,0,25.0,1.5,0.05,0.0,0.30,-0.15,0.5,0.0,0.65,0.25,35000,20002000,0000,0,1,0
EMPEROR,1800.0,4000.0,2.2,0.0,0.2,0.15,75,0.65,0.80,0.52,5,165.0,21.0,20.0,R,P,8.0,0.45,0,30.0,0.9,0.13,3.0,0.30,-0.10,0.5,0.3,0.2,0.56,35000,40000000,400000,0,1,0
FLOAT,5500.0,33187.9,2.0,0.0,0.0,0.0,90,0.58,0.8,0.5,4,110.0,20.0,20.0,R,D,03.17,0.40,0,30.0,1.4,0.06,0.0,0.45,-0.25,0.55,0.0,0.45,0.20,5000,8,200,0,1,0
EUROS,1400.0,2998.3,2.2,0.0,0.1,-0.1,75,0.70,0.8,0.5,5,200.0,24.0,5.0,4,P,8.0,0.55,0,30.0,1.2,0.15,0.0,0.30,-0.10,0.5,0.3,0.25,0.60,35000,40002804,0,1,1,0
HOTDOG,5500.0,23489.6,3.0,0.0,0.0,0.3,80,0.72,0.70,0.46,5,140.0,14.0,25.0,R,D,4.5,0.60,0,30.0,0.6,0.08,0.0,0.30,-0.24,0.4,0.6,0.36,0.40,22000,40000009,201,0,3,13
CLUB,1400.0,3000.0,2.8,0.0,0.0,0.0,80,0.75,0.90,0.49,5,200.0,30.0,10.0,F,P,11.0,0.45,0,30.0,1.7,0.1,0.0,0.28,-0.12,0.5,0.0,0.25,0.50,35000,2000,C00000,1,1,0
ARTICT3,3800.0,30000.0,2.0,0.0,0.0,-0.5,90,0.45,0.75,0.5,5,120.0,18.0,5.0,R,D,8.0,0.30,0,25.0,1.5,0.05,0.0,0.30,-0.15,0.5,0.0,0.65,0.25,35000,20002000,0000,0,1,0
RCCAM,100.0,50.0,20.0,0.0,0.05,-0.2,70,0.60,0.90,0.49,1,60.0,50.0,10.0,4,E,5.5,0.50,0,25.0,3.0,0.3,0.0,0.15,-0.15,0.5,0.0,0.2,0.05,500,0,1000000,0,1,0
POLICE_LA,1600.0,4500.0,2.0,0.0,0.3,-0.1,75,0.75,0.85,0.50,5,200.0,25.0,10.0,R,P,10.0,0.53,0,35.0,1.0,0.12,0.0,0.28,-0.12,0.55,0.0,0.2,0.24,25000,40000000,10200008,0,1,0
POLICE_SF,1600.0,4500.0,2.0,0.0,0.3,-0.15,75,0.75,0.85,0.52,5,200.0,25.0,10.0,R,P,10.0,0.53,0,35.0,1.1,0.12,0.0,0.28,-0.17,0.55,0.0,0.2,0.24,25000,40000000,10200008,0,1,0
POLICE_VG,1600.0,4500.0,2.0,0.0,0.3,-0.1,75,0.75,0.85,0.52,5,200.0,25.0,10.0,R,P,10.0,0.53,0,35.0,0.9,0.08,0.0,0.28,-0.17,0.55,0.0,0.2,0.24,25000,40000000,10200008,0,1,0
POLRANGER,2500.0,5500.0,3.0,0.0,0.0,-0.2,85,0.65,0.85,0.55,5,160.0,30.0,15.0,4,D,6.2,0.60,0,35.0,0.7,0.06,1.0,0.30,-0.25,0.5,0.25,0.27,0.23,25000,284020,308800,0,1,0
PICADOR,1600.0,3800.0,2.7,0.0,0.2,0.0,75,0.65,0.70,0.52,5,165.0,25.0,20.0,R,D,8.5,0.5,0,35.0,0.8,0.08,2.0,0.25,-0.15,0.4,0.4,0.26,0.20,26000,40200040,104004,0,1,0
SWATVAN,5000.0,10000.0,2.5,0.0,0.0,-0.1,85,0.65,0.7,0.46,5,110.0,24.0,25.0,4,D,6.4,0.45,0,27.0,0.7,0.08,1.0,0.30,-0.18,0.5,0.0,0.32,0.06,40000,880010,1000000,0,1,13
ALPHA,1500.0,3400.0,2.0,0.0,0.1,-0.2,85,0.7,0.8,0.5,5,200.0,23.0,5.0,R,P,7.0,0.55,0,30.0,1.2,0.12,0.0,0.30,-0.15,0.5,0.4,0.25,0.50,35000,40002800,200000,1,1,0
PHOENIX,1500.0,4000.0,2.2,0.0,0.3,-0.15,85,0.7,0.9,0.52,5,200.0,26.0,5.0,R,P,6.0,0.55,0,30.0,0.8,0.08,0.0,0.28,-0.24,0.59,0.4,0.25,0.50,35000,2800,200000,1,1,0
BAGBOXA,1000.0,1354.2,5.0,0.0,0.4,-0.2,70,1.00,0.85,0.5,3,160.0,20.0,30.0,R,E,5.0,0.50,0,30.0,2.0,0.09,0.0,0.25,-0.10,0.5,0.0,0.26,0.50,9000,3100,4,1,1,0
BAGBOXB,1000.0,1354.2,5.0,0.0,0.4,-0.2,70,1.00,0.85,0.5,3,160.0,20.0,30.0,R,E,5.0,0.50,0,30.0,2.0,0.09,0.0,0.25,-0.10,0.5,0.0,0.26,0.50,9000,3100,4,1,1,0
STAIRS,1000.0,2500.0,5.0,0.0,0.4,-0.2,70,1.00,0.85,0.5,3,160.0,20.0,30.0,R,E,5.0,0.50,0,30.0,2.0,0.09,0.0,0.25,-0.10,0.5,0.0,0.26,0.50,9000,3100,4,1,1,0
BOXBURG,5500.0,23489.6,3.0,0.0,0.0,0.0,80,0.82,0.70,0.46,5,140.0,14.0,25.0,R,D,4.5,0.60,0,30.0,0.9,0.08,0.0,0.25,-0.25,0.35,0.6,0.36,0.40,22000,4009,201,0,3,13
FARM_TR1,400.0,400.0,5.0,0.0,-0.4,0.0,70,0.60,0.85,0.5,3,160.0,20.0,30.0,R,E,5.0,0.50,0,30.0,1.0,0.10,0.0,0.25,-0.10,0.5,0.0,0.26,0.50,9000,3100,4,1,1,0
UTIL_TR1,1000.0,1354.2,5.0,0.0,0.0,0.0,70,1.00,0.85,0.5,3,160.0,20.0,30.0,R,E,5.0,0.50,0,30.0,2.0,0.09,0.0,0.25,-0.10,0.5,0.0,0.26,0.50,9000,3100,4,1,1,0
ROLLER,1000.0,1354.2,4.0,0.0,0.0,-0.1,70,0.55,0.85,0.5,3,160.0,15.0,30.0,4,E,13.0,0.50,0,30.0,1.0,0.09,0.0,0.28,-0.13,0.5,0.0,0.26,0.50,9000,1100,8804,1,1,0
BIKE,500.0,161.7,4.0,0.0,0.05,-0.09,103,1.6,0.9,0.48,5,190.0,50.0,5.0,R,P,15.0,0.50,0,35.0,0.85,0.15,0.0,0.15,-0.16,0.5,0.0,0.0,0.15,10000,1002000,0,1,1,4
MOPED,350.0,119.6,5.0,0.0,0.05,-0.1,103,1.8,0.9,0.48,3,190.0,30.0,5.0,R,P,14.0,0.50,0,35.0,1.0,0.15,0.0,0.12,-0.17,0.5,0.0,0.0,0.11,10000,1000000,0,1,1,5
DIRTBIKE,500.0,195.0,5.0,0.0,0.05,-0.09,103,1.6,0.9,0.48,5,190.0,50.0,5.0,R,P,14.0,0.50,0,35.0,0.85,0.15,0.0,0.15,-0.16,0.5,0.0,0.0,0.15,10000,1000000,0,1,1,7
FCR900,500.0,200.0,4.0,0.0,0.05,-0.09,103,1.5,0.9,0.48,5,190.0,50.0,5.0,R,P,15.0,0.50,0,35.0,0.85,0.15,0.0,0.15,-0.16,0.5,0.0,0.0,0.11,10000,1000000,0,1,1,4
NRG500,400.0,200.0,4.0,0.0,0.08,-0.09,103,1.8,0.9,0.48,5,190.0,60.0,5.0,R,P,15.0,0.50,0,35.0,0.85,0.15,0.0,0.15,-0.16,0.5,0.0,0.0,0.15,10000,1002000,2,1,1,4
HPV1000,500.0,240.0,4.5,0.0,0.05,-0.09,103,1.5,0.9,0.46,5,190.0,50.0,5.0,R,P,15.0,0.50,0,35.0,0.85,0.15,0.0,0.15,-0.16,0.5,0.0,0.0,0.15,10000,1002000,0,1,1,4
BF400,500.0,200.0,4.5,0.0,0.05,-0.09,103,1.4,0.9,0.48,5,190.0,50.0,5.0,R,P,15.0,0.50,0,35.0,0.85,0.15,0.0,0.15,-0.20,0.5,0.0,0.0,0.15,10000,1000000,0,1,1,4
WAYFARER,800.0,600.0,4.0,0.0,0.1,0.0,103,1.4,0.85,0.48,4,190.0,40.0,5.0,R,P,10.0,0.55,0,35.0,0.65,0.20,0.0,0.09,-0.11,0.55,0.0,0.0,0.24,10000,41002000,0,1,1,8
QUADBIKE,400.0,300.0,5.0,0.0,0.05,-0.20,70,0.7,0.9,0.49,4,160.0,25.0,5.0,4,P,8.0,0.50,0,35.0,0.8,0.10,0.0,0.15,-0.15,0.5,0.0,0.2,0.50,9000,281300,205,1,1,12
BMX,100.0,39.0,7.0,0.0,0.05,-0.09,103,1.6,0.9,0.48,5,120.0,18.0,5.0,R,P,19.0,0.50,0,35.0,0.80,0.15,0.0,0.20,-0.10,0.5,0.0,0.0,0.15,10000,41000000,0,1,1,9
CHOPPERB,100.0,39.0,6.0,0.0,0.05,-0.09,103,1.6,0.9,0.48,5,120.0,18.0,5.0,R,P,19.0,0.50,0,35.0,0.85,0.15,0.0,0.20,-0.10,0.5,0.0,0.0,0.15,10000,41000000,0,1,1,11
MTB,100.0,60.0,5.0,0.0,0.05,-0.09,103,1.6,0.9,0.48,4,140.0,25.0,15.0,R,P,19.0,0.50,0,35.0,0.85,0.15,0.0,0.20,-0.10,0.5,0.0,0.0,0.15,10000,41000000,2,1,1,10
FREEWAY,800.0,403.3,4.0,0.0,0.1,0.0,103,1.2,0.82,0.51,4,190.0,40.0,5.0,R,P,10.0,0.55,0,35.0,0.65,0.20,0.0,0.09,-0.11,0.55,0.0,0.0,0.24,10000,1002000,0,1,1,6
PREDATOR,2200.0,29333.3,1.0,0.0,0.0,0.0,14,2.30,15.0,0.58,5,190.0,1.7,5.0,R,P,0.05,0.01,0,24.0,1.0,3.0,0.0,0.10,0.1,0.0,0.0,0.2,0.33,40000,8000000,0,0,1,0
SPEEDER,2200.0,20210.7,1.0,0.0,0.0,0.0,22,2.5,15.0,0.65,5,190.0,2.5,5.0,R,P,0.04,0.01,0,20.0,1.3,3.0,0.0,0.10,0.5,2.0,0.0,0.7,0.39,30000,8000400,0,0,1,0
REEFER,5000.0,25520.8,1.0,0.0,0.0,0.0,15,-1.50,15.0,0.45,5,190.0,0.7,5.0,R,P,0.02,0.02,0,25.0,1.0,3.0,0.0,0.10,0.1,0.0,0.0,0.2,0.38,25000,8000000,0,0,1,0
RIO,3000.0,17312.5,1.0,0.0,0.0,0.0,15,-4.00,25.0,0.50,5,190.0,0.5,5.0,R,P,0.02,0.00,0,20.0,1.0,3.0,0.0,15.00,0.1,0.0,0.0,0.2,0.23,70000,8000000,0,0,1,0
SQUALO,2200.0,29333.3,1.0,0.0,0.0,0.0,42,3.00,15.0,0.65,5,190.0,3.0,5.0,R,P,0.02,0.00,0,24.0,0.45,5.0,0.0,0.10,0.05,0.0,0.0,0.2,0.33,60000,8000400,0,0,1,0
TROPIC,2200.0,29333.3,1.0,0.0,0.0,0.0,10,2.20,12.0,0.45,5,190.0,1.4,5.0,R,P,0.05,0.01,0,24.0,1.8,3.0,0.0,0.10,0.1,0.0,0.0,0.2,0.33,73000,8000400,0,0,1,0
COASTGRD,1200.0,6525.0,1.0,0.0,-0.3,0.0,14,2.00,4.2,0.70,5,190.0,1.6,5.0,R,P,0.05,0.01,0,24.0,1.0,3.0,0.0,3.20,0.1,2.5,0.0,0.2,0.18,10000,8000000,0,0,1,0
DINGHY,800.0,1483.3,1.0,0.0,0.0,0.0,16,3.50,3.5,1.00,5,190.0,1.2,5.0,R,P,0.07,0.01,0,30.0,1.0,4.5,0.0,3.50,0.1,0.7,0.0,0.2,0.12,5000,8000000,0,0,1,0
MARQUIS,5000.0,155520.8,1.0,0.0,0.0,0.0,10,-3.50,25.0,0.40,5,190.0,0.5,5.0,R,P,0.04,0.03,0,38.0,1.0,3.0,0.0,0.10,0.0,1.0,0.0,0.2,0.38,99000,8000000,0,0,1,0
CUPBOAT,3000.0,40000.0,1.0,0.0,0.0,0.0,35,2.00,15.0,0.50,5,190.0,3.0,5.0,R,P,0.02,0.00,0,24.0,0.75,4.0,0.0,0.10,0.3,1.5,0.0,0.2,0.45,48000,8000400,0,0,1,0
LAUNCH,2200.0,20210.7,1.0,0.0,-1.0,0.0,22,1.5,15.0,0.65,5,190.0,1.5,5.0,R,P,0.03,0.01,0,24.0,1.0,3.0,0.0,0.10,0.5,2.0,0.0,0.7,0.39,30000,8000400,0,0,1,0
SEAPLANE,5000.0,27083.3,12.0,0.0,0.0,0.0,9,0.83,45.0,0.5,1,200.0,1.7,5.0,4,P,0.01,0.05,0,24.0,1.5,0.75,0.0,0.10,0.0,2.0,0.0,1.0,0.05,10000,4000400,0,0,1,0
VORTEX,1900.0,4795.9,20.0,0.0,0.0,0.2,85,0.05,1.0,0.5,5,150.0,2.0,5.0,R,P,1.0,0.50,0,30.0,0.5,0.05,0.0,0.33,-0.25,0.5,0.02,0.65,0.50,26000,301,400040,0,1,23
RUSTLER,5000.0,27083.3,10.0,0.0,0.0,0.0,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,1.5,0.45,0,45.0,2.0,0.15,0.0,0.50,-0.20,0.5,0.0,0.30,0.75,45000,4008108,400020,0,1,14
BEAGLE,10000.0,80000.0,14.0,0.0,0.0,0.0,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,1.5,0.45,0,45.0,2.0,0.15,0.0,1.00,-0.10,0.35,0.0,0.30,0.75,45000,24000008,400000,0,1,13
CROPDUST,5000.0,27083.3,15.0,0.0,0.0,0.0,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,1.5,0.45,0,45.0,2.0,0.15,0.0,0.55,-0.05,0.5,0.0,0.30,0.75,45000,4008000,400020,0,1,14
STUNT,5000.0,20000.0,14.0,0.0,0.0,0.0,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,1.5,0.45,0,45.0,2.0,0.15,0.0,0.50,-0.10,0.9,0.0,0.30,0.75,45000,4008100,400020,0,1,14
SHAMAL,15000.0,81250.0,8.0,0.0,0.0,0.0,75,0.55,0.8,0.7,1,200.0,16.0,5.0,4,P,1.5,0.15,0,45.0,4.0,0.15,0.0,1.00,-0.00,0.3,0.0,0.30,0.75,45000,400c108,400000,0,1,26
HYDRA,9000.0,48750.0,20.0,0.0,0.0,0.0,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,1.5,0.45,0,45.0,1.0,0.15,0.0,0.50,-0.20,0.8,0.0,0.60,0.75,45000,4008100,400000,0,1,27
NEVADA,25000.0,438750.0,10.0,0.0,0.0,0.0,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,1.0,0.45,0,45.0,1.0,0.10,0.0,0.40,-0.30,0.5,0.0,0.30,0.75,45000,400c108,400020,0,1,29
AT400,60000.0,9000000.0,4.0,0.0,0.0,0.0,75,1.5,0.9,0.85,1,200.0,16.0,5.0,4,P,1.0,0.45,0,45.0,1.5,0.15,0.0,0.50,-0.20,0.3,0.0,0.70,0.75,45000,2400c008,400000,0,1,15
ANDROM,40000.0,3000000.0,4.0,0.0,0.0,0.0,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,1.0,0.45,0,45.0,2.0,0.15,0.0,0.50,-0.20,0.5,0.0,0.30,0.75,45000,24114108,440000,0,1,0
DODO,5000.0,27083.3,12.0,0.0,0.3,0.0,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,1.5,0.45,0,45.0,1.5,0.15,0.0,0.50,-0.05,0.2,0.0,0.50,0.75,45000,4000000,400000,0,1,13
SPARROW,2500.0,6041.7,0.2,0.0,0.0,-0.1,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,5.0,0.45,0,30.0,2.0,0.1,0.0,0.50,-0.20,0.5,0.0,0.30,0.50,25000,2004000,400000,0,1,0
SEASPAR,3000.0,7250.0,0.1,0.0,0.0,-0.1,5,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,5.0,0.45,0,30.0,2.0,0.1,0.0,0.50,-0.20,0.5,0.0,0.30,0.60,28000,2004000,400000,0,1,0
MAVERICK,5000.0,29270.8,0.2,0.0,0.0,-0.1,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,5.0,0.45,0,30.0,2.0,0.15,0.0,0.50,-0.20,0.5,0.0,0.30,0.75,45000,2004000,400000,0,1,0
COASTMAV,3500.0,8458.3,0.2,0.0,0.0,-0.1,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,5.0,0.45,0,30.0,2.0,0.1,0.0,0.50,-0.20,0.5,0.0,0.30,0.65,50000,2004000,400000,0,1,0
POLMAV,4500.0,26343.7,0.2,0.0,0.0,-0.1,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,5.0,0.45,0,30.0,2.0,0.1,0.0,0.50,-0.20,0.5,0.0,0.30,0.65,52000,2004000,400000,0,1,0
HUNTER,10000.0,150000.0,0.2,0.0,0.0,0.0,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,5.0,0.45,0,30.0,1.0,0.05,0.0,0.20,-0.15,0.85,0.0,0.40,0.50,99000,200c000,400000,0,1,14
LEVIATHN,15000.0,200000.0,0.1,0.0,0.0,0.0,30,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,5.0,0.45,0,30.0,1.0,0.05,0.0,0.50,-0.20,0.9,0.0,0.30,0.50,25000,2004000,400000,0,1,0
CARGOBOB,20000.0,48333.3,0.2,0.0,0.0,-0.1,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,5.0,0.45,0,30.0,0.6,0.05,0.0,0.50,-0.10,0.3,0.0,0.30,0.50,25000,22004000,400000,0,1,0
RAINDANC,10000.0,96666.7,0.05,0.0,0.0,-1.0,75,0.65,0.9,0.5,1,200.0,16.0,5.0,4,P,5.0,0.45,0,30.0,1.5,0.1,0.0,0.20,-0.15,0.5,0.0,0.70,0.50,99000,2004000,400000,0,1,0
RCBARON,100.0,50.0,120.0,0.0,0.0,0.0,99,0.20,0.9,0.5,1,75.0,1.0,5.0,F,P,0.5,0.50,0,45.0,0.6,0.1,0.0,0.25,-0.00,0.8,0.0,0.2,0.08,300,4000000,20,0,1,0
RCGOBLIN,100.0,24.1,0.2,0.0,0.0,-0.1,70,1.10,0.75,0.50,1,75.0,35.0,5.0,4,P,5.5,0.50,0,25.0,1.6,0.1,0.0,0.28,-0.08,0.5,0.0,0.2,0.05,800,2000000,0,0,1,0
RCRAIDER,100.0,24.1,0.2,0.0,0.0,-0.1,70,1.10,0.75,0.50,1,75.0,35.0,5.0,4,P,5.5,0.50,0,25.0,1.6,0.1,0.0,0.28,-0.08,0.5,0.0,0.2,0.10,500,2000000,0,0,1,0